ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1976-06-01,117666.20907280485,121669.05483220649,132198.15246766518,117666.20907280485,117666.20907280485,9405.359490832458,9405.359490832458,9405.359490832458,9405.359490832458,9405.359490832458,9405.359490832458,0.0,0.0,0.0,127071.56856363731
1976-07-01,117966.01498881902,128351.73025705897,139226.87179878267,117966.01498881902,117966.01498881902,15827.830036962116,15827.830036962116,15827.830036962116,15827.830036962116,15827.830036962116,15827.830036962116,0.0,0.0,0.0,133793.84502578113
1976-08-01,118275.814435367,128566.9315209092,139801.94365514434,118275.814435367,118275.814435367,16124.892373851164,16124.892373851164,16124.892373851164,16124.892373851164,16124.892373851164,16124.892373851164,0.0,0.0,0.0,134400.70680921816
1976-09-01,118585.61388191496,111416.37141074838,122800.78701836734,118585.61388191496,118585.61388191496,-1898.9759314332828,-1898.9759314332828,-1898.9759314332828,-1898.9759314332828,-1898.9759314332828,-1898.9759314332828,0.0,0.0,0.0,116686.63795048169
1976-10-01,118885.41979792913,119169.02268507917,129716.86707092993,118885.41979792913,118885.41979792913,5733.595341978925,5733.595341978925,5733.595341978925,5733.595341978925,5733.595341978925,5733.595341978925,0.0,0.0,0.0,124619.01513990806
1976-11-01,119195.2192444771,105596.12850020058,117011.86221731143,119195.2192444771,119195.2192444771,-8086.389909195723,-8086.389909195723,-8086.389909195723,-8086.389909195723,-8086.389909195723,-8086.389909195723,0.0,0.0,0.0,111108.82933528138
1976-12-01,119495.02516049126,107168.84358775456,118306.12540982732,119495.02516049126,119495.02516049126,-6585.28046509774,-6585.28046509774,-6585.28046509774,-6585.28046509774,-6585.28046509774,-6585.28046509774,0.0,0.0,0.0,112909.74469539353
1977-01-01,119804.82460703925,95425.41122022657,106486.37642412519,119804.82460703925,119804.82460703925,-18865.287058384754,-18865.287058384754,-18865.287058384754,-18865.287058384754,-18865.287058384754,-18865.287058384754,0.0,0.0,0.0,100939.5375486545
1977-02-01,120114.6240535872,86854.2500806903,98041.3201664548,120114.6240535872,120114.6240535872,-27700.303659185472,-27700.303659185472,-27700.303659185472,-27700.303659185472,-27700.303659185472,-27700.303659185472,0.0,0.0,0.0,92414.32039440173
1977-03-01,120394.44290853378,115244.28534764294,126508.01991859665,120394.44290853378,120394.44290853378,385.6230691824127,385.6230691824127,385.6230691824127,385.6230691824127,385.6230691824127,385.6230691824127,0.0,0.0,0.0,120780.06597771619
1977-04-01,120704.24235508173,115599.81300609339,126850.85794822998,120704.24235508173,120704.24235508173,446.6262885782015,446.6262885782015,446.6262885782015,446.6262885782015,446.6262885782015,446.6262885782015,0.0,0.0,0.0,121150.86864365994
1977-05-01,121004.0482710959,125614.75102010941,136797.2500887699,121004.0482710959,121004.0482710959,10084.138660006487,10084.138660006487,10084.138660006487,10084.138660006487,10084.138660006487,10084.138660006487,0.0,0.0,0.0,131088.1869311024
1977-06-01,121313.84771764389,125283.26855132259,136534.4952803764,121313.84771764389,121313.84771764389,9593.56028543026,9593.56028543026,9593.56028543026,9593.56028543026,9593.56028543026,9593.56028543026,0.0,0.0,0.0,130907.40800307415
1977-07-01,121613.65363365805,132169.3402304457,142848.95601456735,121613.65363365805,121613.65363365805,15980.787794650585,15980.787794650585,15980.787794650585,15980.787794650585,15980.787794650585,15980.787794650585,0.0,0.0,0.0,137594.44142830864
1977-08-01,121923.45308020602,132943.1264768628,144034.96873956075,121923.45308020602,121923.45308020602,16304.735999130688,16304.735999130688,16304.735999130688,16304.735999130688,16304.735999130688,16304.735999130688,0.0,0.0,0.0,138228.1890793367
1977-09-01,122233.25252675397,114422.20058971981,126090.28420565021,122233.25252675397,122233.25252675397,-1867.9022899779247,-1867.9022899779247,-1867.9022899779247,-1867.9022899779247,-1867.9022899779247,-1867.9022899779247,0.0,0.0,0.0,120365.35023677605
1977-10-01,122533.05844276815,122472.48148494703,133646.54167759247,122533.05844276815,122533.05844276815,5611.602689158857,5611.602689158857,5611.602689158857,5611.602689158857,5611.602689158857,5611.602689158857,0.0,0.0,0.0,128144.661131927
1977-11-01,122842.85788931613,109418.41808464656,120819.46704646766,122842.85788931613,122842.85788931613,-8188.34223507224,-8188.34223507224,-8188.34223507224,-8188.34223507224,-8188.34223507224,-8188.34223507224,0.0,0.0,0.0,114654.51565424389
1977-12-01,123035.45954355932,110629.25073633388,121705.84920145158,123035.45954355932,123035.45954355932,-6697.245992543439,-6697.245992543439,-6697.245992543439,-6697.245992543439,-6697.245992543439,-6697.245992543439,0.0,0.0,0.0,116338.21355101588
1978-01-01,123234.48125294397,99175.73087177101,109927.49153915742,123234.48125294397,123234.48125294397,-18586.983400699854,-18586.983400699854,-18586.983400699854,-18586.983400699854,-18586.983400699854,-18586.983400699854,0.0,0.0,0.0,104647.49785224411
1978-02-01,123433.50296232862,90789.01180364739,101944.57228495319,123433.50296232862,123433.50296232862,-27342.515368927765,-27342.515368927765,-27342.515368927765,-27342.515368927765,-27342.515368927765,-27342.515368927765,0.0,0.0,0.0,96090.98759340086
1978-03-01,123613.26450628894,118049.07346306238,129128.84275625901,123613.26450628894,123613.26450628894,16.39713050482524,16.39713050482524,16.39713050482524,16.39713050482524,16.39713050482524,16.39713050482524,0.0,0.0,0.0,123629.66163679375
1978-04-01,123812.28621567358,118761.23483747622,129262.38315803705,123812.28621567358,123812.28621567358,149.63072002947737,149.63072002947737,149.63072002947737,149.63072002947737,149.63072002947737,149.63072002947737,0.0,0.0,0.0,123961.91693570306
1978-05-01,124004.8878699168,128227.00748690007,139215.7878760781,124004.8878699168,124004.8878699168,9821.566368455555,9821.566368455555,9821.566368455555,9821.566368455555,9821.566368455555,9821.566368455555,0.0,0.0,0.0,133826.45423837236
1978-06-01,124203.90957930143,128279.6422499283,139076.7703585779,124203.90957930143,124203.90957930143,9791.53318516977,9791.53318516977,9791.53318516977,9791.53318516977,9791.53318516977,9791.53318516977,0.0,0.0,0.0,133995.4427644712
1978-07-01,124396.51123354463,134963.67604099354,146010.20670856052,124396.51123354463,124396.51123354463,16132.394785324374,16132.394785324374,16132.394785324374,16132.394785324374,16132.394785324374,16132.394785324374,0.0,0.0,0.0,140528.90601886902
1978-08-01,124595.53294292929,135477.2333702411,146543.63619733698,124595.53294292929,124595.53294292929,16477.05131971967,16477.05131971967,16477.05131971967,16477.05131971967,16477.05131971967,16477.05131971967,0.0,0.0,0.0,141072.58426264895
1978-09-01,124794.55465231392,117398.63202647852,128481.65317643757,124794.55465231392,124794.55465231392,-1838.794962035429,-1838.794962035429,-1838.794962035429,-1838.794962035429,-1838.794962035429,-1838.794962035429,0.0,0.0,0.0,122955.75969027849
1978-10-01,124987.15630655712,124980.77601001068,135716.41332568732,124987.15630655712,124987.15630655712,5483.029190894166,5483.029190894166,5483.029190894166,5483.029190894166,5483.029190894166,5483.029190894166,0.0,0.0,0.0,130470.1854974513
1978-11-01,125186.17801594178,111338.8433618597,122404.28376611634,125186.17801594178,125186.17801594178,-8286.389012855341,-8286.389012855341,-8286.389012855341,-8286.389012855341,-8286.389012855341,-8286.389012855341,0.0,0.0,0.0,116899.78900308644
1978-12-01,125378.77967018497,112974.40704167359,123665.79438140233,125378.77967018497,125378.77967018497,-6803.237289497914,-6803.237289497914,-6803.237289497914,-6803.237289497914,-6803.237289497914,-6803.237289497914,0.0,0.0,0.0,118575.54238068705
1979-01-01,125577.80137956962,101729.90307000646,112814.12555786726,125577.80137956962,125577.80137956962,-18299.700982104965,-18299.700982104965,-18299.700982104965,-18299.700982104965,-18299.700982104965,-18299.700982104965,0.0,0.0,0.0,107278.10039746464
1979-02-01,125776.82308895428,93611.73288421144,104528.4073721436,125776.82308895428,125776.82308895428,-26983.54797479981,-26983.54797479981,-26983.54797479981,-26983.54797479981,-26983.54797479981,-26983.54797479981,0.0,0.0,0.0,98793.27511415447
1979-03-01,125956.58463291459,119774.26985763799,131145.63738773915,125956.58463291459,125956.58463291459,-368.5454826213622,-368.5454826213622,-368.5454826213622,-368.5454826213622,-368.5454826213622,-368.5454826213622,0.0,0.0,0.0,125588.03915029322
1979-04-01,126155.60634229924,120413.47879154485,131513.15973060633,126155.60634229924,126155.60634229924,-146.3556339092315,-146.3556339092315,-146.3556339092315,-146.3556339092315,-146.3556339092315,-146.3556339092315,0.0,0.0,0.0,126009.25070839001
1979-05-01,126348.20799654245,130207.99139987631,141604.58514380472,126348.20799654245,126348.20799654245,9566.631326961737,9566.631326961737,9566.631326961737,9566.631326961737,9566.631326961737,9566.631326961737,0.0,0.0,0.0,135914.8393235042
